score	review
5	A great deal for the price. Let's hope these alkaline last longer.
5	These batteries are as good as other brands and a bargain to boot.
5	AA batteries are replacements and have worked well so far
5	AA batteries worked as advertised.
5	Awesome buy. Very happy with these. This is my second order of these batteries. Will continue to purchase when needed.
5	awesome so far no duds
5	Came fast. Great price. Seems to last as long as expensive batteries.
5	Good price, fast shipping, Will shop again.
5	Good value. As good as Duracell
5	Great Quality ...Excellant Price
5	High quality. great value, as advertised, trusted company.. Will definitely buy again and tell others.You will be pleased.
5	I bought this for a friend.
5	Never can have too many.
5	So far I have had no complaints with these batteries. I was hesitate at first because they were cheaper than your big name brands. I figured they may not last long. But I was proven wrong. They have lasted just as long as the big name brands, and they are a lot cheaper. I buy these for work and for home. They do not disappoint me at either place.
5	These Amazon AA batteries are great. They are just as good as any high priced battery.
5	Good price and good product.
5	I was very impressed with the packaging of these batteries. They work as well as any of the top commercial AA batteries. I will keep them handy for any future use.
5	Another great offer from Amazon that delivers perfarmance and price for your electronic agenda 1
5	These batteries are exactly what I was looking for. I was looking for affordable AA batteries with a long shelf life that I could keep around for an emergency or extended power outage. These Amazon alkaline batteries are advertised as having 10 years shelf life, and after receiving them I confirmed that on each battery is printed the expiration year 2025, which is what I expected having bought them in 2015.Now I won't have to by ordinary batteries that end up discharging internally in just a few years. The environment and my pocket are grateful. Thanks Amazon!
5	Great deal, better than local stores
5	I purchased these to compare against the Duracell's I normally buy. These appear to be an excellent value, but only time will tell. Currently I am using them along with the Duracell's in some fake candle lights that my wife has to see if they last as long as the Duracell's. So far so good.
5	These are really good batts and a great price.
5	AA batteries worked perfectly out of the box!
5	Works good so far. Time will tell the true story. Great price!
5	They are batteries...what can I say!
5	Excellent batteries and it's a better value than buying the batteries in smaller packs. Amazon's batteries are just as good as other manufacturers. With the subscribe and save, it's even a better deal.
